timestamp,close,typical,variation,sma8,sma20,ema8,ema20,ppo,roc,rsi,williamsr,atr,sd
2013-11-25T21:00-07:00[America/Denver],818.33,821.71333333333333333333333333333,1.0000855473810280350988683303595,823.03875,820.6935,821.67145292702461688118364490764,820.40470094273839516688193966240,0.22632268512646916576995189204207,1.2847329661488953524351754440250,48.354733642184646543839303546050,-77.785190126751167444963308872582,5.1288920809575020025770687566738,3.7249552798301746
2013-11-25T21:05-07:00[America/Denver],819.0,821.69666666666666666666666666667,1.0008187406058680483423557733433,822.58875,820.7645,821.07779672101914652250845552871,820.27091990057283373378838161196,0.18569010947564573121799811918982,1.3739324173783884144077237281842,49.336170885257800034353046257054,-73.315543695797198132088058705804,5.3669474769096269024482153188401,3.6659472701820333
2013-11-25T21:10-07:00[America/Denver],822.84,821.61333333333333333333333333333,1.0046886446886446886446886446886,822.8175,820.996,821.46939744968155836723539254498,820.51559419575637335739217303451,0.18905061637889750416110398241970,2.3432835820895522388059701492537,54.654851877235131168244258314522,-50.140252454417952314165497896213,5.2986001030641455573258045528981,3.4457359037464474
2013-11-25T21:15-07:00[America/Denver],822.23,823.93666666666666666666666666667,0.99925866511107870302853531670799,821.8475,821.1575,821.63842023864121204650302641680,820.67887093901767111900010956830,0.18359617965501070085084848755167,2.3947696139476961394769613947696,53.690606563483159983332263075120,-54.417952314165497896213183730715,5.5496700979109382794595143252532,3.34337427318753
2013-11-25T21:20-07:00[America/Denver],826.0,826.03666666666666666666666666667,1.0045850917626454884886224049232,822.15875,821.45,822.60766018560983149480058140509,821.18564513530170239792429244908,0.21382341727567225997752127511199,3.1210986267166042446941323345818,58.556989790964220607457185974881,-27.980364656381486676016830294530,5.6541865930153913654865386089905,3.123920874902734
2013-11-25T21:25-07:00[America/Denver],828.0,827.00333333333333333333333333333,1.0024213075060532687651331719128,822.65,821.85,823.80595792214097993168178966196,821.83463131289201640010101093018,0.25441972789397976365655878407927,3.8882824556780968871155945345730,60.904142191928062184311634114448,-13.955119214586255259467040673212,5.5209772633646217972122116785410,3.391120457781421
2013-11-25T21:30-07:00[America/Denver],824.18,826.05666666666666666666666666667,0.99538647342995169082125603864734,822.355,822.1745,823.88907838388742882744045689577,822.05799975928325291443840623167,0.24625257906906357896219025754736,3.0740370185092546273136568284142,54.549398833662990279535314936709,-40.743338008415147265077138849930,5.5264284001963907073516010946140,3.3987281534751332
2013-11-25T21:35-07:00[America/Denver],827.0,827.28333333333333333333333333333,1.0034215826639811691620762454804,823.4475,822.6245,824.58039429857911124109987500532,822.52866644887532402543760368952,0.26436018145832081150726786145786,3.5043804755944931163954943679599,58.030786930748894451369019937439,-20.967741935483870967741935483871,5.5336069801865711719840210398833,3.518418881908666
2013-11-25T21:40-07:00[America/Denver],826.12,827.41,0.99893591293833131801692865779927,824.42125,823.0805,824.92252889889486426441977608367,822.87069821564910266060894125760,0.26698358694008153753215061519061,3.7839195979899497487437185929648,56.574484217536290697950313012134,-27.138849929873772791023842917251,5.4504266311772426133848199878891,3.4916037043988006
2013-11-25T21:45-07:00[America/Denver],825.68,826.78666666666666666666666666667,0.99946738972546361303442599138140,825.25625,823.4145,825.09085581025156107771602359607,823.13825076653966428923755145499,0.26172246615305560032301512655128,3.7742726073022057437315402501100,55.820192710233182922980634917015,-30.224403927068723702664796633941,5.3439052996183804827155789884946,3.120630496210269
2013-11-25T21:50-07:00[America/Denver],826.0,826.88666666666666666666666666667,1.0003875593450247069082453250654,825.65125,823.868,825.29288785241788081802036969142,823.41079831258350576233410037888,0.25770519316921744788935448453416,4.3588123815540113708149084017688,56.276768472155621379026291780452,-27.980364656381486676016830294530,5.2417100346374614585798000390699,3.175373431357551
2013-11-25T21:55-07:00[America/Denver],826.14,826.94,1.0001694915254237288135593220339,826.14,824.025,825.48113499632501839519112870261,823.67072228281364804858969620657,0.25296568597561965946549924627255,3.1385767790262172284644194756554,56.488631181587502581130905009033,-26.998597475455820476858345021038,5.1456245329055883856508100371164,3.228755683743526
2013-11-25T22:00-07:00[America/Denver],830.0,829.20,1.0046723315660783886508339990801,826.64,824.375,826.48532721936390309584054446481,824.27351063683139580224890552396,0.28367477029749458732230186509172,3.3623910336239103362391033623910,61.961440136017561744880947836291,-11.804697156983930778739184177998,5.1993433062603089663682695352606,3.530309577683764
2013-11-25T22:05-07:00[America/Denver],834.41,833.13666666666666666666666666667,1.0053132530120481927710843373494,827.44125,824.9655,828.24636561506081334288325056961,825.23889057618078659616790539127,0.34701254350280981732640629273037,4.3012500,67.059182504295746919350678390431,-3.0617540217955371043072132848988,5.1893761409472935180498560584976,3.9870551380021557
2013-11-25T22:10-07:00[America/Denver],835.0,834.56666666666666666666666666667,1.0007070864443139463812753921933,828.79375,825.665,829.74717325615841022771731966660,826.16852004511594969846674287547,0.39822542050221899637437246753039,4.5056320400500625782227784730914,67.683176750933741406103007269946,0E+1,4.9949073338999288421473632555727,4.175545668850128
2013-11-25T22:15-07:00[America/Denver],835.0,834.99666666666666666666666666667,1,829.79375,825.9155,830.91446808812320783816176543310,827.00961337415252584616745344303,0.43368498387199726021422522276494,4.5645231982969131550936071629829,67.683176750933741406103007269946,0E+1,4.7456619672049324000399950927941,4.12440199747002
2013-11-25T22:20-07:00[America/Denver],831.04,832.36,0.99525748502994011976047904191617,830.40875,826.292,830.94236406854027276022510840626,827.39345971947133287581028042969,0.41834703504964147582333549759614,4.5122994114392072035816690980432,58.985486812193908261573308693558,-20.550077841203943954333160352880,4.7063788688446857800379953381544,3.963635467906828
2013-11-25T22:25-07:00[America/Denver],835.0,833.67666666666666666666666666667,1.0047651135926068540623796688487,831.57375,826.8385,831.84406094219798983444984139465,828.11789212714072968320397526068,0.43961411653550116492776963004400,5.3627760252365930599369085173502,63.971506342605787567158981208558,0E+1,4.6695599254024514910360955712467,3.921079935061622
2013-11-25T22:30-07:00[America/Denver],833.93,834.28666666666666666666666666667,0.99871856287425149700598802395210,832.565,827.208,832.30760295504288093599567535579,828.67142621027018395203891388414,0.44092034375638318812218525572437,5.6276124129195693476884103863205,61.785865372069961257206783352244,-5.5526725480020757654385054488843,4.4895819291323289164842907926844,3.9822550272478554
